#MECP2WT Enhancers
#Created from /work/OBI/Neuroinformatics_Core/s225347/Mecp2_project/results/MECP2_SE/MECP2WT_12KB_STITCHED_ENHANCER_REGION_MAP.txt
#Ranked by X7wk_CTX_MECP2WT_Mecp2_CNR_HS031219_N031419.final.sort.final.bam
#Using cutoff of 2917.0491 for Super-Enhancers
#Created on Sep 28 2023 
REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	X7wk_CTX_MECP2WT_Mecp2_CNR_HS031219_N031419.final.sort.final.bam	X7wk_CTX_MECP2KO_Mecp2_CNR_HS031219_N031419.final.sort.final.bam	enhancerRank	isSuper
3_Peak55591_lociStitched	chr6	77443820	77458436	3	1494	4618.656	1287.6696	585	1
2_Peak24588_lociStitched	chr15	51205574	51218153	2	2479	4597.6245	1266.7053	586	1
3_Peak41115_lociStitched	chr2	179582865	179599352	3	1977	4568.5477	1241.4711	587	1
2_Peak5433_lociStitched	chr1	183183282	183194657	2	1350	4418.05	1093.1375	588	1
3_Peak9214_lociStitched	chr10	113930225	113947279	3	1806	4744.4228	1420.5982	589	1
2_Peak19958_lociStitched	chr14	20929008	20938971	2	1249	4199.4045	876.744	590	1
1_Peak15619_lociStitched	chr12	97217405	97218872	1	1468	3538.404	216.0891	591	1
2_Peak3059_lociStitched	chr1	116192199	116195703	2	1324	3641.0064	321.6672	592	1
3_Peak19756_lociStitched	chr14	12139447	12152415	3	2140	4521.9416	1207.3208	593	1
3_Peak20902_lociStitched	chr14	60409952	60418537	3	1988	4253.009	940.916	594	1
3_Peak50460_lociStitched	chr5	38082960	38091367	3	3471	4322.0387	1010.5214	595	1
2_Peak43158_lociStitched	chr3	79425390	79436714	2	1219	4406.1684	1095.0308	596	1
2_Peak67319_lociStitched	chr9	115967578	115978874	2	1928	4612.1568	1302.4288	597	1
4_Peak60800_lociStitched	chr8	9226699	9239734	4	2217	4806.0045	1496.418	598	1
2_Peak10068_lociStitched	chr11	20542690	20555527	2	1687	5128.3815	1819.0029	599	1
3_Peak19581_lociStitched	chr14	8460324	8477121	3	1696	4886.2473	1578.918	600	1
4_Peak38390_lociStitched	chr2	92672238	92697904	4	2101	5959.6452	2656.431	601	1
3_Peak30864_lociStitched	chr17	84698592	84714164	3	1708	4509.6512	1208.3872	602	1
2_Peak3423_lociStitched	chr1	129484432	129491686	2	996	3907.0044	616.59	603	1
2_Peak35942_lociStitched	chr2	18311982	18314494	2	2488	3645.9168	356.2016	604	1
3_Peak58257_lociStitched	chr7	51833160	51852492	3	2406	4546.8864	1268.1792	605	1
2_Peak43644_lociStitched	chr3	95624583	95628231	2	996	4309.7472	1034.208	606	1
2_Peak38153_lociStitched	chr2	81129902	81137098	2	1559	4028.3208	753.4212	607	1
3_Peak31909_lociStitched	chr18	31441548	31449625	3	1970	5047.3173	1772.9015	608	1
2_Peak33238_lociStitched	chr18	70184506	70194289	2	1253	3994.3989	720.0288	609	1
4_Peak26427_lociStitched	chr16	21519642	21525891	4	2486	4143.087	871.1106	610	1
2_Peak23535_lociStitched	chr15	20221568	20224156	2	1708	3845.2504	574.0184	611	1
2_Peak9041_lociStitched	chr10	109131730	109142730	2	1484	4609	1338.7	612	1
4_Peak18052_lociStitched	chr13	78161975	78176335	4	3656	5176.78	1907.008	613	1
3_Peak62246_lociStitched	chr8	60859379	60867934	3	1494	4429.779	1160.058	614	1
2_Peak33716_lociStitched	chr18	85154022	85156056	2	1721	3673.6074	405.3762	615	1
2_Peak3408_lociStitched	chr1	129169929	129180820	2	996	4069.9667	804.8449	616	1
2_Peak59047_lociStitched	chr7	89168684	89178980	2	996	4466.4048	1201.5432	617	1
3_Peak18778_lociStitched	chr13	100890438	100894266	3	2033	4051.5552	789.7164	618	1
2_Peak7732_lociStitched	chr10	69155436	69168227	2	996	4626.5047	1368.637	619	1
3_Peak2829_lociStitched	chr1	105518427	105524474	3	1907	3685.0418	428.7323	620	1
2_Peak20389_lociStitched	chr14	33296526	33303889	2	1331	3889.8729	634.6906	621	1
4_Peak66186_lociStitched	chr9	73258054	73274056	4	2220	4688.586	1433.7792	622	1
3_Peak23055_lociStitched	chr14	122870589	122876527	3	1651	4099.5952	844.9774	623	1
4_Peak25673_lociStitched	chr15	91426916	91445908	4	3323	5110.7472	1857.4176	624	1
2_Peak39272_lociStitched	chr2	116913906	116924082	2	1513	4546.6368	1294.3872	625	1
2_Peak37580_lociStitched	chr2	67971118	67979647	2	1600	4430.8155	1179.5607	626	1
3_Peak27110_lociStitched	chr16	41125039	41131503	3	1716	3825.3952	576.5888	627	1
2_Peak18037_lociStitched	chr13	77890494	77902552	2	1831	4501.2514	1252.8262	628	1
2_Peak48165_lociStitched	chr4	94007238	94018296	2	996	4206.4632	958.7286	629	1
2_Peak17278_lociStitched	chr13	44073124	44074678	2	996	3582.9024	338.772	630	1
4_Peak23065_lociStitched	chr14	122943068	122958337	4	2575	4852.4882	1610.8795	631	1
3_Peak23598_lociStitched	chr15	21519044	21537404	3	2125	5017.788	1777.248	632	1
3_Peak42697_lociStitched	chr3	61355820	61364057	3	2208	4696.7374	1456.3016	633	1
3_Peak45927_lociStitched	chr4	11920211	11940649	3	1729	5037.967	1802.6316	634	1
4_Peak5017_lociStitched	chr1	171775616	171791910	4	2318	4619.349	1394.7664	635	1
4_Peak58266_lociStitched	chr7	51964633	51982806	4	2165	4933.9695	1710.0793	636	1
1_Peak1060_lociStitched	chr1	43178352	43179388	1	1037	3548.7144	325.822	637	1
3_Peak11644_lociStitched	chr11	75118866	75134610	3	2170	4770.432	1547.6352	638	1
3_Peak6691_lociStitched	chr10	27117537	27133594	3	1791	4598.7248	1379.2963	639	1
3_Peak57828_lociStitched	chr6	148553548	148556466	3	1859	3729.4958	510.3582	640	1
2_Peak19155_lociStitched	chr13	109229000	109236858	2	1818	3958.8604	744.1526	641	1
4_Peak9506_lociStitched	chr10	122782604	122808524	4	1992	5378.4	2164.32	642	1
4_Peak24130_lociStitched	chr15	38910445	38920867	4	2452	4591.9332	1379.8728	643	1
1_Peak32603_lociStitched	chr18	54698932	54699429	1	498	3524.8234	313.0603	644	1
3_Peak52996_lociStitched	chr5	132452241	132458914	3	1885	3746.8895	538.5111	645	1
2_Peak40391_lociStitched	chr2	146246296	146261026	2	2937	4551.57	1344.849	646	1
2_Peak17187_lociStitched	chr13	41822737	41828029	2	1277	3836.7	631.3356	647	1
3_Peak46243_lociStitched	chr4	22482359	22500607	3	1846	6120.3792	2919.68	648	1
3_Peak2970_lociStitched	chr1	110474770	110489768	3	1763	4520.3972	1319.824	649	1
4_Peak4944_lociStitched	chr1	169859227	169883692	4	2243	5485.053	2289.924	650	1
3_Peak64603_lociStitched	chr9	27724607	27731174	3	2087	3757.6374	562.7919	651	1
1_Peak60682_lociStitched	chr8	4165957	4166454	1	498	3801.553	606.7376	652	1
2_Peak17417_lociStitched	chr13	46835230	46845295	2	1284	4431.6195	1236.9885	653	1
4_Peak34684_lociStitched	chr19	34230860	34244461	4	2209	4482.8896	1290.7349	654	1
2_Peak42886_lociStitched	chr3	68602918	68609341	2	996	4520.5074	1330.8456	655	1
3_Peak29278_lociStitched	chr17	10621876	10642956	3	2045	4850.508	1661.104	656	1
4_Peak9629_lociStitched	chr10	125990022	126014214	4	2321	5065.8048	1877.2992	657	1
3_Peak40457_lociStitched	chr2	148141957	148162444	3	1672	5175.0162	1987.239	658	1
2_Peak11924_lociStitched	chr11	85381926	85394724	2	1995	4442.1858	1255.4838	659	1
3_Peak48650_lociStitched	chr4	107598472	107612699	3	1494	4554.0627	1370.0601	660	1
2_Peak1318_lociStitched	chr1	52454633	52465885	2	1306	4344.3972	1162.3316	661	1
2_Peak6294_lociStitched	chr10	16578530	16589841	2	996	4429.3876	1249.8655	662	1
4_Peak47678_lociStitched	chr4	80737039	80766178	4	2446	6101.7066	2922.6417	663	1
3_Peak17208_lociStitched	chr13	42593330	42604065	3	1792	4234.9575	1056.324	664	1
3_Peak7065_lociStitched	chr10	41934475	41939573	3	1494	3874.9898	699.4456	665	1
1_Peak3498_lociStitched	chr1	131527450	131527947	1	498	3979.8269	804.8915	666	1
2_Peak46768_lociStitched	chr4	40884438	40887475	2	1458	3593.3784	423.9652	667	1
3_Peak28083_lociStitched	chr16	71247568	71262377	3	1889	4407.1584	1238.0324	668	1
3_Peak5147_lociStitched	chr1	176877323	176884784	3	2042	3755.1213	587.9268	669	1
3_Peak61965_lociStitched	chr8	48834039	48841761	3	4578	3792.2742	626.2542	670	1
3_Peak25773_lociStitched	chr15	93916755	93933424	3	1728	4387.2808	1221.8377	671	1
1_Peak46862_lociStitched	chr4	45012382	45012879	1	498	3580.3383	416.8339	672	1
3_Peak24845_lociStitched	chr15	59389268	59397623	3	1857	3817.3995	655.8675	673	1
2_Peak65926_lociStitched	chr9	66787657	66801251	2	1707	4745.6654	1586.4198	674	1
3_Peak44608_lociStitched	chr3	128336618	128349486	3	1977	4278.61	1120.8028	675	1
2_Peak36052_lociStitched	chr2	21034475	21037598	2	1374	3644.541	490.6233	676	1
4_Peak18804_lociStitched	chr13	101225310	101239489	4	2228	4740.0397	1586.6301	677	1
2_Peak53582_lociStitched	chr6	8403068	8413600	2	1201	4416.0676	1263.84	678	1
3_Peak14259_lociStitched	chr12	50259013	50268541	3	1884	4118.9544	967.092	679	1
3_Peak1886_lociStitched	chr1	69785040	69799955	3	2274	4200.064	1052.999	680	1
3_Peak50895_lociStitched	chr5	52015561	52032663	3	1933	5041.6696	1896.6118	681	1
2_Peak50001_lociStitched	chr5	19546343	19553966	2	1452	3968.5338	825.5709	682	1
3_Peak4827_lociStitched	chr1	166298802	166305167	3	2017	4279.1895	1136.789	683	1
2_Peak38100_lociStitched	chr2	79499233	79512742	2	1402	4278.3003	1136.1069	684	1
2_Peak50622_lociStitched	chr5	43841166	43843508	2	1110	3395.4316	255.278	685	1
2_Peak14324_lociStitched	chr12	51188149	51191587	2	996	3583.4274	444.1896	686	1
3_Peak21062_lociStitched	chr14	64400016	64405763	3	1494	4535.5324	1397.0957	687	1
4_Peak33850_lociStitched	chr19	5804391	5822599	4	1992	6103.3216	2969.7248	688	1
2_Peak5976_lociStitched	chr10	6909693	6916938	2	1170	3892.7385	760.0005	689	1
4_Peak63682_lociStitched	chr8	115700670	115709834	4	4190	4045.906	913.6508	690	1
2_Peak46432_lociStitched	chr4	28295191	28299373	2	1492	3704.8338	578.3706	691	1
2_Peak47202_lociStitched	chr4	58400829	58402503	2	1501	3454.4664	329.778	692	1
3_Peak39584_lociStitched	chr2	128310020	128321161	3	1494	4185.6737	1065.0796	693	1
2_Peak5508_lociStitched	chr1	186249101	186261623	2	996	4277.5152	1158.285	694	1
2_Peak2816_lociStitched	chr1	105084678	105095271	2	2367	4133.3886	1014.8094	695	1
3_Peak20124_lociStitched	chr14	25133195	25149786	3	1898	4658.7528	1542.963	696	1
3_Peak13109_lociStitched	chr12	8454565	8471359	3	1682	4776.2136	1660.9266	697	1
3_Peak43397_lociStitched	chr3	84914170	84922519	3	1913	3944.9025	833.2302	698	1
2_Peak5255_lociStitched	chr1	179162288	179174644	2	2697	3971.2184	859.9776	699	1
3_Peak50561_lociStitched	chr5	42167958	42176370	3	1921	4094.1204	983.3628	700	1
2_Peak41323_lociStitched	chr3	14870793	14875167	2	1620	3569.184	459.27	701	1
2_Peak567_lociStitched	chr1	27475501	27479398	2	1586	3657.7242	549.0873	702	1
2_Peak65855_lociStitched	chr9	63632883	63642621	2	996	4016.925	908.5554	703	1
2_Peak11150_lociStitched	chr11	54833672	54846279	2	996	4391.0181	1283.3926	704	1
4_Peak67278_lociStitched	chr9	113794502	113812661	4	2611	4990.0932	1883.0883	705	1
2_Peak63060_lociStitched	chr8	91365754	91379266	2	1208	4406.2632	1305.2592	706	1
4_Peak35795_lociStitched	chr2	13005359	13012013	4	3402	4084.8906	984.1266	707	1
4_Peak63329_lociStitched	chr8	101762777	101791576	4	2242	5946.9935	2848.2211	708	1
2_Peak39884_lociStitched	chr2	135957750	135971129	2	996	4417.7458	1321.8452	709	1
2_Peak26563_lociStitched	chr16	24960830	24966869	2	996	3639.7053	544.1139	710	1
2_Peak21210_lociStitched	chr14	68213904	68224484	2	1216	4351.554	1257.962	711	1
2_Peak53117_lociStitched	chr5	136475965	136488108	2	1295	4407.909	1315.0869	712	1
1_Peak44119_lociStitched	chr3	115028086	115028960	1	875	3332.4746	240.6122	713	1
2_Peak60230_lociStitched	chr7	128610958	128623462	2	1241	4657.74	1566.7512	714	1
2_Peak9916_lociStitched	chr11	12811311	12815665	2	1188	3466.2194	375.3148	715	1
2_Peak18450_lociStitched	chr13	92657165	92668730	2	996	4096.323	1007.3115	716	1
3_Peak42403_lociStitched	chr3	52702904	52706849	3	1928	3595.473	507.7215	717	1
4_Peak18681_lociStitched	chr13	97766836	97784201	4	1992	5204.2905	2118.53	718	1
1_Peak44789_lociStitched	chr3	135731273	135731770	1	498	3225.9276	140.4522	719	1
3_Peak39182_lociStitched	chr2	115592734	115600990	3	2466	3616.9536	533.3376	720	1
3_Peak53058_lociStitched	chr5	133746857	133769276	3	1494	4918.7286	1838.358	721	1
3_Peak4938_lociStitched	chr1	169821974	169841200	3	2383	5475.5648	2395.5596	722	1
2_Peak10055_lociStitched	chr11	19823460	19835710	2	996	4463.9	1385.475	723	1
3_Peak4096_lociStitched	chr1	149326458	149338649	3	1494	4299.7657	1221.5382	724	1
2_Peak59079_lociStitched	chr7	89666355	89680008	2	1378	4659.7689	1585.1133	725	1
2_Peak24256_lociStitched	chr15	40945845	40958537	2	1426	4235.3204	1162.5872	726	1
2_Peak45368_lociStitched	chr3	149400411	149409301	2	1364	3804.031	732.536	727	1
2_Peak34277_lociStitched	chr19	23214111	23225413	2	996	4394.2176	1323.4642	728	1
3_Peak19238_lociStitched	chr13	110198369	110218933	3	1935	4990.8828	1920.6776	729	1
2_Peak1227_lociStitched	chr1	51056945	51069239	2	1522	4570.9092	1506.015	730	1
3_Peak33022_lociStitched	chr18	64777610	64796187	3	1902	4945.1974	1885.5655	731	1
2_Peak37772_lociStitched	chr2	72382275	72390475	2	1990	3895.82	838.04	732	1
3_Peak53162_lociStitched	chr5	140053510	140064725	3	2016	4243.756	1193.276	733	1
2_Peak38056_lociStitched	chr2	78927612	78931932	2	996	3549.744	499.824	734	1
1_Peak30837_lociStitched	chr17	84320416	84321373	1	958	3433.5246	384.1398	735	1
3_Peak58667_lociStitched	chr7	73317514	73331237	3	1761	4373.5201	1324.2695	736	1
4_Peak9290_lociStitched	chr10	116196605	116209281	4	2956	4459.4168	1410.8388	737	1
2_Peak4024_lociStitched	chr1	146576109	146585810	2	2124	3936.6658	892.492	738	1
3_Peak10255_lociStitched	chr11	25977597	25992648	3	2474	4370.8104	1327.4982	739	1
2_Peak38535_lociStitched	chr2	96706888	96717781	2	2117	4389.879	1348.5534	740	1
2_Peak61612_lociStitched	chr8	38652542	38656429	2	996	3520.0672	479.2671	741	1
3_Peak22450_lociStitched	chr14	105658289	105676925	3	1677	5393.2584	2353.7268	742	1
3_Peak59272_lociStitched	chr7	96566213	96575622	3	1494	4308.3811	1271.1559	743	1
2_Peak43359_lociStitched	chr3	84233643	84246940	2	1330	4289.6122	1255.2368	744	1
2_Peak7914_lociStitched	chr10	74621848	74627932	2	2309	3368.1024	334.0116	745	1
2_Peak50696_lociStitched	chr5	45298686	45301533	2	1163	3461.952	432.4593	746	1
2_Peak11221_lociStitched	chr11	57030368	57042574	2	1237	4471.0578	1442.7492	747	1
3_Peak10910_lociStitched	chr11	45881017	45884732	3	2762	3540.7665	515.2705	748	1
2_Peak67384_lociStitched	chr9	118099265	118109182	2	1200	3675.2402	650.5552	749	1
3_Peak15571_lociStitched	chr12	95302748	95315837	3	1653	4435.8621	1412.3031	750	1
2_Peak17474_lociStitched	chr13	48260282	48264782	2	2336	3561.3	539.55	751	1
3_Peak32688_lociStitched	chr18	55684320	55697037	3	3365	4346.6706	1325.1114	752	1
3_Peak6081_lociStitched	chr10	9637974	9650718	3	1873	4353.3504	1336.8456	753	1
2_Peak64234_lociStitched	chr9	13681489	13694749	2	2045	4017.78	1002.456	754	1
2_Peak21489_lociStitched	chr14	77141452	77148101	2	1226	3916.261	901.6044	755	1
2_Peak21615_lociStitched	chr14	80025646	80029964	2	1418	3464.7632	450.7992	756	1
3_Peak16180_lociStitched	chr12	119450034	119465013	3	1794	4736.3598	1724.0829	757	1
3_Peak51804_lociStitched	chr5	82719999	82734264	3	1644	4708.8765	1697.535	758	1
3_Peak6014_lociStitched	chr10	8227691	8240554	3	1695	3981.0985	969.8702	759	1
3_Peak19208_lociStitched	chr13	109736135	109759721	3	1840	5052.1212	2042.5476	760	1
3_Peak65794_lociStitched	chr9	62276819	62287379	3	1494	4034.976	1028.544	761	1
3_Peak36159_lociStitched	chr2	28066616	28068988	3	1494	3471.8964	469.656	762	1
2_Peak24174_lociStitched	chr15	39391191	39402396	2	1180	5310.0495	2310.471	763	1
2_Peak44876_lociStitched	chr3	137480956	137491875	2	1676	3987.6188	988.1695	764	1
2_Peak65602_lociStitched	chr9	57073358	57076437	2	1169	3940.1963	942.174	765	1
3_Peak45509_lociStitched	chr3	153567856	153581024	3	1638	4416.5472	1419.5104	766	1
3_Peak45823_lociStitched	chr4	7556023	7581282	3	2473	5382.6929	2386.9755	767	1
3_Peak15823_lociStitched	chr12	102190555	102206993	3	1734	4505.6558	1510.6522	768	1
4_Peak51027_lociStitched	chr5	55880207	55892126	4	2233	4135.893	1143.0321	769	1
3_Peak43958_lociStitched	chr3	107793584	107807713	3	2562	4454.8737	1462.3515	770	1
2_Peak28130_lociStitched	chr16	72604744	72615462	2	1664	3803.8182	812.4244	771	1
4_Peak27790_lociStitched	chr16	60606383	60612976	4	4850	3654.4999	669.8488	772	1
3_Peak27164_lociStitched	chr16	42164876	42173097	3	2147	4240.3918	1256.1688	773	1
3_Peak38209_lociStitched	chr2	82570022	82580541	3	2642	4076.1125	1092.9241	774	1
2_Peak27810_lociStitched	chr16	62128088	62129757	2	996	3134.7158	151.879	775	1
2_Peak11486_lociStitched	chr11	67723191	67735040	2	1665	4199.2856	1216.8923	776	1
3_Peak25116_lociStitched	chr15	68428383	68436319	3	1999	3988.6336	1009.4592	777	1
2_Peak32880_lociStitched	chr18	60780122	60783375	2	996	3647.9142	670.4433	778	1
3_Peak23491_lociStitched	chr15	18820116	18832825	3	2344	4783.6676	1807.2198	779	1
3_Peak24224_lociStitched	chr15	40157569	40175281	3	2133	4373.0928	1397.4768	780	1
3_Peak2396_lociStitched	chr1	87733275	87741149	3	1762	3857.4726	881.888	781	1
2_Peak8596_lociStitched	chr10	97940309	97942815	2	1819	3566.5392	592.669	782	1
3_Peak12566_lociStitched	chr11	108410206	108425261	3	1657	4209.378	1236.0155	783	1
3_Peak40001_lociStitched	chr2	138278055	138291806	3	2350	4855.4781	1882.5119	784	1
3_Peak42200_lociStitched	chr3	45420150	45431659	3	2142	4152.4472	1179.6725	785	1
3_Peak52250_lociStitched	chr5	102692440	102703778	3	1494	4026.1238	1055.5678	786	1
2_Peak1714_lociStitched	chr1	63964431	63974466	2	1632	3784.1985	814.842	787	1
3_Peak20875_lociStitched	chr14	59466551	59480093	3	2346	4234.5834	1267.5312	788	1
3_Peak63075_lociStitched	chr8	91558531	91567209	3	2463	3919.8526	953.7122	789	1
3_Peak36053_lociStitched	chr2	21053486	21059335	3	1494	3560.8712	594.8433	790	1
2_Peak53908_lociStitched	chr6	21277620	21288384	2	1391	3957.9228	993.5172	791	1
2_Peak66548_lociStitched	chr9	86624496	86628204	2	996	3733.956	772.0056	792	1
3_Peak61276_lociStitched	chr8	28870954	28883129	3	2070	4359.8675	1400.125	793	1
4_Peak56551_lociStitched	chr6	104028310	104040934	4	2376	4227.7776	1269.9744	794	1
3_Peak65914_lociStitched	chr9	66581764	66598110	3	2100	4920.146	1963.1546	795	1
2_Peak31749_lociStitched	chr18	25836773	25839218	2	996	3327.645	370.9065	796	1
3_Peak14264_lociStitched	chr12	50295333	50301934	3	2096	3447.7023	492.4346	797	1
1_Peak19293_lociStitched	chr13	110881308	110882653	1	1346	3208.094	252.86	798	1
3_Peak57748_lociStitched	chr6	146271011	146282468	3	2131	4276.8981	1323.2835	799	1
3_Peak39682_lociStitched	chr2	131686537	131698857	3	1617	4043.424	1090.32	800	1
2_Peak43235_lociStitched	chr3	80958574	80960762	2	1349	3231.0196	279.8452	801	1
2_Peak18656_lociStitched	chr13	97548255	97560063	2	1467	4070.2176	1119.3984	802	1
2_Peak35671_lociStitched	chr2	8380070	8390082	2	1503	4240.082	1289.5456	803	1
3_Peak4539_lociStitched	chr1	159702508	159717526	3	1494	4322.1804	1374.147	804	1
2_Peak13081_lociStitched	chr12	7411704	7422552	2	1363	3916.128	968.7264	805	1
2_Peak55601_lociStitched	chr6	77628827	77634492	2	1383	3541.1915	594.825	806	1
3_Peak49811_lociStitched	chr5	12557584	12565378	3	2513	3623.4306	677.2986	807	1
4_Peak46811_lociStitched	chr4	43182394	43188290	4	3245	3442.6744	497.0328	808	1
4_Peak25047_lociStitched	chr15	66475976	66489482	4	2792	4639.311	1696.3536	809	1
1_Peak25138_lociStitched	chr15	68754610	68755345	1	736	3180.1245	238.287	810	1
2_Peak39873_lociStitched	chr2	135833478	135842382	2	1906	3962.28	1023.0696	811	1
2_Peak13498_lociStitched	chr12	27977995	27989143	2	1626	3954.1956	1015.5828	812	1
2_Peak36250_lociStitched	chr2	32447322	32452268	2	1294	4000.8194	1062.8954	813	1
3_Peak31674_lociStitched	chr18	23436387	23457701	3	1742	5473.4352	2536.366	814	1
4_Peak30412_lociStitched	chr17	68852462	68875642	4	1992	4443.606	1506.7	815	1
3_Peak61652_lociStitched	chr8	39595755	39603319	3	1917	3494.568	564.2744	816	1
2_Peak55236_lociStitched	chr6	61345850	61349746	2	2504	3357.1832	434.404	817	1
2_Peak24311_lociStitched	chr15	41818579	41831106	2	1408	4125.1411	1202.592	818	1
4_Peak44451_lociStitched	chr3	123503216	123517114	4	2229	4561.3236	1642.7436	819	1
