REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	7wk_CTX_MECP2WT_Mecp2_CNR_HS031219_N031419.final.sort.final.bam	7wk_CTX_MECP2KO_Mecp2_CNR_HS031219_N031419.final.sort.final.bam
1_Peak61888_lociStitched	chr8	47680049	47680748	1	700	564.7221	194.8812
1_Peak7369_lociStitched	chr10	53971722	53972421	1	700	494.6823	116.2437
1_Peak7441_lociStitched	chr10	57183396	57184095	1	700	271.9809	95.064
1_Peak255_lociStitched	chr1	15683237	15683936	1	700	1280.4981	126.7287
1_Peak14493_lociStitched	chr12	56004483	56005182	1	700	521.5239	87.5847
1_Peak3810_lociStitched	chr1	140531162	140531861	1	700	768.201	68.7117
1_Peak59509_lociStitched	chr7	107698148	107698847	1	700	485.3856	81.2238
1_Peak9449_lociStitched	chr10	120805693	120806392	1	700	331.9551	79.5462
1_Peak5047_lociStitched	chr1	172759437	172760136	1	700	593.9403	33.6918
1_Peak24658_lociStitched	chr15	52764128	52764827	1	700	897.5859	131.9712
1_Peak19424_lociStitched	chr13	114138905	114139604	1	700	963.0822	161.469
1_Peak15348_lociStitched	chr12	87330214	87330913	1	700	259.2591	70.7388
1_Peak54896_lociStitched	chr6	50985302	50986001	1	700	832.7187	64.4478
1_Peak6255_lociStitched	chr10	14592088	14592787	1	700	790.2894	122.5347
1_Peak15634_lociStitched	chr12	97515549	97516248	1	700	1486.2837	107.646
1_Peak20402_lociStitched	chr14	33579713	33580412	1	700	813.8457	63.3993
1_Peak48365_lociStitched	chr4	99235036	99235735	1	700	854.5275	105.8985
1_Peak651_lociStitched	chr1	31210007	31210706	1	700	803.6403	77.7288
1_Peak13092_lociStitched	chr12	7754824	7755523	1	700	699.0	130.5732
1_Peak9082_lociStitched	chr10	109920569	109921267	1	699	1008.7496	114.1928
1_Peak32548_lociStitched	chr18	53796861	53797559	1	699	575.4312	25.6166
1_Peak4637_lociStitched	chr1	161286493	161287191	1	699	520.4288	64.1462
1_Peak52806_lociStitched	chr5	128846404	128847102	1	699	477.432	119.5674
1_Peak31854_lociStitched	chr18	30045740	30046438	1	699	1065.846	149.3022
1_Peak28903_lociStitched	chr16	95440056	95440754	1	699	879.3404	46.2076
1_Peak67137_lociStitched	chr9	109022707	109023405	1	699	726.1992	99.2556
1_Peak35667_lociStitched	chr2	8344548	8345246	1	699	2475.9456	336.9944
1_Peak57967_lociStitched	chr7	29070630	29071328	1	699	939.0892	169.963
1_Peak19071_lociStitched	chr13	107337012	107337710	1	699	544.091	137.506
1_Peak67072_lociStitched	chr9	105388922	105389620	1	699	1482.0634	238.6462
1_Peak23507_lociStitched	chr15	19107415	19108113	1	699	573.9654	102.257
1_Peak63144_lociStitched	chr8	94801686	94802384	1	699	790.3454	163.9602
1_Peak38742_lociStitched	chr2	103456503	103457201	1	699	477.6414	157.4688
1_Peak64336_lociStitched	chr9	18277347	18278045	1	699	655.8408	93.9508
1_Peak27777_lociStitched	chr16	60221074	60221772	1	699	520.9872	74.686
1_Peak9305_lociStitched	chr10	116371209	116371907	1	699	456.0732	92.136
1_Peak11559_lociStitched	chr11	69921260	69921958	1	699	1257.7262	289.6002
1_Peak20428_lociStitched	chr14	34712219	34712917	1	699	1145.9764	165.077
1_Peak23250_lociStitched	chr15	10413571	10414269	1	699	610.5406	90.042
1_Peak32993_lociStitched	chr18	63852959	63853657	1	699	681.4574	49.0694
1_Peak67281_lociStitched	chr9	113930518	113931216	1	699	532.4344	141.1356
1_Peak50152_lociStitched	chr5	23163431	23164129	1	699	434.6446	73.9182
1_Peak28199_lociStitched	chr16	74166825	74167523	1	699	536.4828	59.6092
1_Peak65769_lociStitched	chr9	61780480	61781178	1	699	714.4728	106.0262
1_Peak60787_lociStitched	chr8	8992589	8993287	1	699	843.184	202.9086
1_Peak39005_lociStitched	chr2	111058419	111059117	1	699	694.51	87.0406
1_Peak31426_lociStitched	chr18	15023461	15024159	1	699	698.698	136.9476
1_Peak15032_lociStitched	chr12	76430697	76431395	1	699	803.5376	111.68
1_Peak22160_lociStitched	chr14	98139609	98140307	1	699	379.014	34.3416
1_Peak24245_lociStitched	chr15	40746537	40747235	1	699	1042.5328	116.915
1_Peak63812_lociStitched	chr8	122355913	122356610	1	698	621.6543	41.6806
1_Peak57383_lociStitched	chr6	137397201	137397898	1	698	494.6609	77.6458
1_Peak305_lociStitched	chr1	18147992	18148689	1	698	541.2902	244.8561
1_Peak46047_lociStitched	chr4	13862921	13863618	1	698	562.0608	136.4029
1_Peak46594_lociStitched	chr4	33396329	33397026	1	698	745.3718	92.1434
1_Peak49806_lociStitched	chr5	12029873	12030570	1	698	987.1611	87.0553
1_Peak9595_lociStitched	chr10	125028507	125029204	1	698	640.1248	85.5916
1_Peak33335_lociStitched	chr18	73148389	73149086	1	698	667.4472	74.0214
1_Peak46649_lociStitched	chr4	35154351	35155048	1	698	601.6504	43.4928
1_Peak57458_lociStitched	chr6	139160056	139160753	1	698	734.8471	86.0795
1_Peak54381_lociStitched	chr6	34107355	34108052	1	698	533.4838	71.6516
1_Peak4433_lociStitched	chr1	157332944	157333641	1	698	500.7248	139.0515
1_Peak67702_lociStitched	chrX	39189161	39189858	1	698	443.2223	23.2798
1_Peak6730_lociStitched	chr10	28113589	28114286	1	698	1066.8979	260.8174
1_Peak59699_lociStitched	chr7	113311410	113312106	1	697	660.7128	125.4192
1_Peak55509_lociStitched	chr6	73367493	73368189	1	697	787.3848	159.1056
1_Peak33438_lociStitched	chr18	77432635	77433331	1	697	943.4976	114.7704
1_Peak23640_lociStitched	chr15	23087109	23087805	1	697	354.8904	56.3064
1_Peak49449_lociStitched	chr4	150849830	150850526	1	697	556.452	71.688
1_Peak39301_lociStitched	chr2	117541280	117541976	1	697	607.0512	169.2672
1_Peak22195_lociStitched	chr14	99142096	99142792	1	697	528.3336	105.5832
1_Peak8842_lociStitched	chr10	103984152	103984848	1	697	479.9616	46.284
1_Peak34865_lociStitched	chr19	41869193	41869889	1	697	622.7112	152.2152
1_Peak2653_lociStitched	chr1	96801475	96802171	1	697	436.8096	113.3088
1_Peak29761_lociStitched	chr17	44421916	44422612	1	697	948.0912	58.7424
1_Peak35416_lociStitched	chr19	58627530	58628226	1	697	536.5464	113.1
1_Peak66380_lociStitched	chr9	80942644	80943340	1	697	553.32	50.8776
1_Peak22471_lociStitched	chr14	106011824	106012520	1	697	951.9888	72.5232
1_Peak13101_lociStitched	chr12	8216349	8217045	1	697	228.7056	90.9672
1_Peak61717_lociStitched	chr8	41443470	41444166	1	697	948.7872	193.9056
1_Peak63477_lociStitched	chr8	107881712	107882408	1	697	400.2696	53.94
1_Peak15294_lociStitched	chr12	85454892	85455588	1	697	2129.4816	167.1096
1_Peak36783_lociStitched	chr2	47750873	47751569	1	697	1202.7576	128.3424
1_Peak11027_lociStitched	chr11	50443470	50444166	1	697	797.3376	140.3832
1_Peak7279_lociStitched	chr10	50657181	50657877	1	697	595.1496	220.8408
1_Peak66582_lociStitched	chr9	89225686	89226382	1	697	805.8288	31.9464
1_Peak15700_lociStitched	chr12	99220033	99220729	1	697	404.5152	108.3672
1_Peak66919_lociStitched	chr9	100825924	100826620	1	697	576.4272	50.0424
1_Peak39256_lociStitched	chr2	116735287	116735983	1	697	488.4528	75.3768
1_Peak29976_lociStitched	chr17	51151473	51152168	1	696	441.325	88.7515
1_Peak15449_lociStitched	chr12	90915737	90916432	1	696	556.278	87.431
1_Peak16502_lociStitched	chr13	16528720	16529415	1	696	445.773	105.0145
1_Peak46331_lociStitched	chr4	24808021	24808716	1	696	1106.996	106.057
1_Peak31007_lociStitched	chr17	89119222	89119917	1	696	767.002	45.036
1_Peak14761_lociStitched	chr12	70061984	70062679	1	696	360.983	108.837
1_Peak31680_lociStitched	chr18	23521899	23522594	1	696	335.0595	90.6975
1_Peak15598_lociStitched	chr12	96114793	96115488	1	696	276.6795	90.6975
1_Peak2661_lociStitched	chr1	97018837	97019532	1	696	471.5575	80.481
1_Peak38622_lociStitched	chr2	99409367	99410062	1	696	1151.8235	59.77
1_Peak21009_lociStitched	chr14	63545407	63546102	1	696	510.1995	149.3555
1_Peak23193_lociStitched	chr15	7037216	7037911	1	696	1142.3715	25.5065
1_Peak8258_lociStitched	chr10	90151394	90152089	1	696	604.1635	27.4525
1_Peak26790_lociStitched	chr16	31287492	31288187	1	696	881.677	177.7115
1_Peak7672_lociStitched	chr10	67185248	67185943	1	696	720.715	189.9435
1_Peak56649_lociStitched	chr6	106473611	106474306	1	696	960.2815	114.6055
1_Peak67714_lociStitched	chrX	40336340	40337035	1	696	759.496	34.8195
1_Peak56137_lociStitched	chr6	95006480	95007175	1	696	1126.317	86.3885
1_Peak35880_lociStitched	chr2	16820414	16821109	1	696	680.4745	127.463
1_Peak2282_lociStitched	chr1	83076015	83076710	1	696	651.215	80.1335
1_Peak45406_lociStitched	chr3	151222299	151222994	1	696	505.8905	96.883
1_Peak62276_lociStitched	chr8	61569481	61570176	1	696	720.159	97.3695
1_Peak8307_lociStitched	chr10	91191904	91192599	1	696	815.8605	112.5205
1_Peak426_lociStitched	chr1	23117526	23118220	1	695	794.2136	55.6588
1_Peak4225_lociStitched	chr1	152634604	152635298	1	695	575.7424	37.4066
1_Peak21874_lociStitched	chr14	89181248	89181942	1	695	626.6126	88.3462
1_Peak33150_lociStitched	chr18	68474681	68475375	1	695	641.603	129.3616
1_Peak23146_lociStitched	chr15	4315634	4316328	1	695	895.8152	66.4158
1_Peak8981_lociStitched	chr10	107649455	107650149	1	695	575.7424	133.942
1_Peak58800_lociStitched	chr7	78027145	78027839	1	695	2129.3308	66.6934
1_Peak55234_lociStitched	chr6	61315701	61316395	1	695	1320.4738	81.6144
1_Peak14565_lociStitched	chr12	58743583	58744277	1	695	743.8986	71.829
1_Peak6060_lociStitched	chr10	9294329	9295023	1	695	508.9796	81.2674
1_Peak17978_lociStitched	chr13	76194550	76195244	1	695	602.045	151.986
1_Peak7103_lociStitched	chr10	42787791	42788485	1	695	748.3402	187.8658
1_Peak30706_lociStitched	chr17	80078569	80079263	1	695	1575.033	156.7052
1_Peak10921_lociStitched	chr11	46049581	46050275	1	695	444.507	13.6024
1_Peak45567_lociStitched	chr3	155234774	155235468	1	695	1137.6048	56.4916
1_Peak5329_lociStitched	chr1	180464326	180465020	1	695	805.734	187.8658
1_Peak25971_lociStitched	chr15	100069686	100070380	1	695	696.0126	199.178
1_Peak40431_lociStitched	chr2	146633511	146634205	1	695	705.798	76.6176
1_Peak3514_lociStitched	chr1	132088001	132088695	1	695	1150.305	147.128
1_Peak54819_lociStitched	chr6	49021160	49021853	1	694	1992.1671	299.6532
1_Peak55264_lociStitched	chr6	61899182	61899875	1	694	461.8845	87.318
1_Peak12708_lociStitched	chr11	111281521	111282214	1	694	640.9557	170.5473
1_Peak14517_lociStitched	chr12	56984954	56985647	1	694	772.2792	75.2598
1_Peak10545_lociStitched	chr11	36001068	36001761	1	694	550.6578	45.045
1_Peak2447_lociStitched	chr1	89478656	89479349	1	694	1318.1553	28.413
1_Peak56474_lociStitched	chr6	102370100	102370793	1	694	428.967	128.7594
1_Peak8357_lociStitched	chr10	92556107	92556800	1	694	756.4095	33.264
1_Peak38159_lociStitched	chr2	81431381	81432074	1	694	1070.8236	24.8787
1_Peak31796_lociStitched	chr18	27724725	27725418	1	694	341.2332	71.8641
1_Peak16935_lociStitched	chr13	32493148	32493841	1	694	633.6099	100.8315
1_Peak56537_lociStitched	chr6	103682689	103683382	1	694	541.926	178.0317
1_Peak41940_lociStitched	chr3	35482136	35482829	1	694	697.0194	153.3609
1_Peak20873_lociStitched	chr14	59114148	59114841	1	694	452.2518	71.1018
1_Peak44478_lociStitched	chr3	124018374	124019067	1	694	945.0441	132.0858
1_Peak28347_lociStitched	chr16	77128561	77129254	1	694	1158.696	153.2916
1_Peak62279_lociStitched	chr8	61875128	61875821	1	694	637.2135	73.1808
1_Peak30295_lociStitched	chr17	65299706	65300399	1	694	818.7795	68.6763
1_Peak40240_lociStitched	chr2	142403079	142403772	1	694	829.521	201.5244
1_Peak68274_lociStitched	chrX	139372474	139373167	1	694	404.2962	27.5814
1_Peak33223_lociStitched	chr18	69898555	69899248	1	694	1259.2503	95.1489
1_Peak36341_lociStitched	chr2	34519184	34519877	1	694	708.8004	29.106
1_Peak8198_lociStitched	chr10	88327061	88327753	1	693	553.6	97.0184
1_Peak59218_lociStitched	chr7	94602395	94603087	1	693	475.75	22.6284
1_Peak63293_lociStitched	chr8	100334427	100335119	1	693	1216.4668	4.9824
1_Peak22349_lociStitched	chr14	102878345	102879037	1	693	785.4892	51.0004
1_Peak11070_lociStitched	chr11	52433161	52433853	1	693	764.3832	110.2356
1_Peak35546_lociStitched	chr2	5358031	5358723	1	693	684.1112	113.0036
1_Peak8025_lociStitched	chr10	81449417	81450109	1	693	655.8084	110.0972
1_Peak8311_lociStitched	chr10	91297624	91298316	1	693	943.0576	27.4032
1_Peak28407_lociStitched	chr16	77568427	77569119	1	693	614.6344	105.1148
1_Peak62877_lociStitched	chr8	85859176	85859868	1	693	459.2804	164.9728
1_Peak15646_lociStitched	chr12	97836132	97836824	1	693	1033.4328	96.3264
1_Peak42074_lociStitched	chr3	39886032	39886724	1	693	514.0868	82.2788
1_Peak19728_lociStitched	chr14	11837395	11838087	1	693	1009.8356	96.9492
1_Peak8808_lociStitched	chr10	102451611	102452303	1	693	620.032	74.2516
1_Peak8870_lociStitched	chr10	105259908	105260600	1	693	614.3576	27.7492
1_Peak22058_lociStitched	chr14	94340421	94341113	1	693	743.208	35.8456
1_Peak45735_lociStitched	chr4	5646044	5646736	1	693	607.3684	130.3036
1_Peak31235_lociStitched	chr18	7497606	7498298	1	693	594.8432	45.1876
1_Peak40679_lociStitched	chr2	159361320	159362012	1	693	411.8784	95.2884
1_Peak5593_lociStitched	chr1	187836877	187837569	1	693	832.1992	74.1824
1_Peak43449_lociStitched	chr3	85813967	85814659	1	693	1330.6468	127.8124
1_Peak58614_lociStitched	chr7	70592113	70592805	1	693	477.0648	12.11
1_Peak52137_lociStitched	chr5	98819615	98820307	1	693	780.0224	30.8632
1_Peak28562_lociStitched	chr16	82135184	82135876	1	693	921.6748	124.1448
1_Peak60694_lociStitched	chr8	6012089	6012781	1	693	1508.9752	110.2356
1_Peak13801_lociStitched	chr12	37813690	37814382	1	693	623.6996	77.85
1_Peak19288_lociStitched	chr13	110789012	110789703	1	692	733.2201	92.5249
1_Peak22665_lociStitched	chr14	113363103	113363794	1	692	390.415	56.2474
1_Peak7256_lociStitched	chr10	49645960	49646651	1	692	526.2656	137.2326
1_Peak47597_lociStitched	chr4	76385654	76386345	1	692	628.3954	88.448
1_Peak14013_lociStitched	chr12	43123139	43123830	1	692	750.3569	54.1053
1_Peak28784_lociStitched	chr16	90958619	90959310	1	692	616.7866	141.0331
1_Peak49739_lociStitched	chr5	8312055	8312746	1	692	813.7216	181.5257
1_Peak6815_lociStitched	chr10	31742211	31742902	1	692	607.8727	75.5263
1_Peak68143_lociStitched	chrX	109074886	109075577	1	692	779.0334	21.6974
1_Peak43128_lociStitched	chr3	79015559	79016250	1	692	2720.6743	246.8943
1_Peak1812_lociStitched	chr1	67167213	67167904	1	692	437.6794	68.8236
1_Peak55197_lociStitched	chr6	59483454	59484145	1	692	468.498	45.2605
1_Peak19073_lociStitched	chr13	107407060	107407751	1	692	826.2978	142.346
1_Peak47308_lociStitched	chr4	64832958	64833649	1	692	357.5234	23.9777
1_Peak65455_lociStitched	chr9	52273847	52274538	1	692	548.0321	46.1588
1_Peak14786_lociStitched	chr12	70430393	70431084	1	692	492.4066	197.4878
1_Peak68535_lociStitched	chrX	168975416	168976107	1	692	783.5249	73.3842
1_Peak34295_lociStitched	chr19	23540242	23540933	1	692	882.0615	25.9816
1_Peak59886_lociStitched	chr7	117174680	117175371	1	692	1044.792	83.1273
1_Peak37757_lociStitched	chr2	72206425	72207116	1	692	2430.1088	256.7756
1_Peak31944_lociStitched	chr18	33259442	33260133	1	692	715.3923	88.0334
1_Peak50542_lociStitched	chr5	41057790	41058481	1	692	590.6668	105.032
1_Peak5489_lociStitched	chr1	185810841	185811531	1	691	731.883	8.763
1_Peak17216_lociStitched	chr13	42696612	42697302	1	691	1104.345	277.449
1_Peak50521_lociStitched	chr5	39960829	39961519	1	691	1181.487	99.222
1_Peak46105_lociStitched	chr4	15550296	15550986	1	691	826.068	84.801
1_Peak56593_lociStitched	chr6	105483166	105483856	1	691	1125.252	52.164
1_Peak55173_lociStitched	chr6	58904150	58904840	1	691	452.295	200.652
1_Peak17875_lociStitched	chr13	69947253	69947943	1	691	926.394	70.518
1_Peak28719_lociStitched	chr16	88823304	88823994	1	691	392.61	10.626
1_Peak45507_lociStitched	chr3	153525122	153525812	1	691	492.177	120.681
1_Peak50590_lociStitched	chr5	43130259	43130949	1	691	1280.157	237.015
1_Peak38232_lociStitched	chr2	83811819	83812509	1	691	534.819	95.289
1_Peak41226_lociStitched	chr3	9249490	9250180	1	691	459.747	73.899
1_Peak24038_lociStitched	chr15	35514777	35515467	1	691	632.316	20.148
1_Peak35257_lociStitched	chr19	55455429	55456119	1	691	494.868	58.926
1_Peak16363_lociStitched	chr13	10694685	10695375	1	691	541.512	87.078
1_Peak12433_lociStitched	chr11	103493707	103494397	1	691	740.508	48.231
1_Peak64633_lociStitched	chr9	28160901	28161591	1	691	905.418	122.13
1_Peak6049_lociStitched	chr10	9053230	9053920	1	691	1481.844	60.306
1_Peak46376_lociStitched	chr4	26492154	26492844	1	691	547.86	40.779
1_Peak11154_lociStitched	chr11	54984015	54984705	1	691	505.977	75.486
1_Peak14001_lociStitched	chr12	41877187	41877876	1	690	651.3806	134.4239
1_Peak20849_lociStitched	chr14	58034657	58035346	1	690	837.2039	70.4158
1_Peak46073_lociStitched	chr4	14435364	14436053	1	690	940.8295	115.8898
1_Peak43680_lociStitched	chr3	97338726	97339415	1	690	496.5623	73.6541
1_Peak8136_lociStitched	chr10	86425696	86426385	1	690	331.3401	60.0119
1_Peak18365_lociStitched	chr13	89779079	89779768	1	690	1055.4102	77.4436
1_Peak25801_lociStitched	chr15	94557105	94557794	1	690	1045.6264	53.1219
1_Peak64521_lociStitched	chr9	25693469	25694158	1	690	414.1579	68.1421
1_Peak65298_lociStitched	chr9	48106853	48107542	1	690	1010.4185	106.4505
1_Peak5499_lociStitched	chr1	185962430	185963119	1	690	617.6196	83.8513
1_Peak51640_lociStitched	chr5	76419205	76419894	1	690	588.8194	59.3229
1_Peak49909_lociStitched	chr5	15832106	15832795	1	690	972.179	209.1115
1_Peak14663_lociStitched	chr12	64640923	64641612	1	690	559.2613	57.1181
1_Peak7519_lociStitched	chr10	60046495	60047184	1	690	413.6756	35.6902
1_Peak5304_lociStitched	chr1	179859093	179859782	1	690	835.9637	136.9043
1_Peak45126_lociStitched	chr3	143613783	143614472	1	690	767.1326	142.9675
1_Peak1758_lociStitched	chr1	65282624	65283313	1	690	846.2298	97.0801
1_Peak16938_lociStitched	chr13	32680990	32681679	1	690	478.6483	70.7603
1_Peak65871_lociStitched	chr9	64138711	64139400	1	690	580.7581	68.1421
1_Peak25720_lociStitched	chr15	92434634	92435323	1	690	1368.0095	106.5883
1_Peak34147_lociStitched	chr19	20361806	20362495	1	690	1375.7952	29.0069
1_Peak51453_lociStitched	chr5	71136612	71137301	1	690	1272.3763	188.9238
1_Peak42989_lociStitched	chr3	71220584	71221273	1	690	1135.8165	206.9067
1_Peak40297_lociStitched	chr2	143623615	143624304	1	690	649.3136	214.3479
1_Peak51519_lociStitched	chr5	72710720	72711409	1	690	457.9094	60.0119
1_Peak24788_lociStitched	chr15	57654295	57654984	1	690	744.809	134.1483
1_Peak29598_lociStitched	chr17	30321044	30321732	1	689	527.6272	130.4448
1_Peak2667_lociStitched	chr1	97600469	97601157	1	689	1660.0064	128.7248
1_Peak67487_lociStitched	chr9	122310243	122310931	1	689	890.1344	183.9712
1_Peak65505_lociStitched	chr9	53301019	53301707	1	689	532.3056	100.1728
1_Peak47669_lociStitched	chr4	80204147	80204835	1	689	874.448	127.8304
1_Peak23665_lociStitched	chr15	23925279	23925967	1	689	264.2608	43.8256
1_Peak17929_lociStitched	chr13	71357020	71357708	1	689	1227.5984	59.512
1_Peak61254_lociStitched	chr8	28579149	28579837	1	689	1411.088	71.3456
1_Peak1364_lociStitched	chr1	54250223	54250911	1	689	475.8896	72.1024
1_Peak27119_lociStitched	chr16	41244533	41245221	1	689	564.16	137.5312
1_Peak54432_lociStitched	chr6	35756199	35756887	1	689	530.8608	83.1104
1_Peak41516_lociStitched	chr3	21797353	21798041	1	689	714.832	32.4048
1_Peak25355_lociStitched	chr15	78044811	78045499	1	689	799.456	87.1696
1_Peak43825_lociStitched	chr3	103171241	103171929	1	689	605.7152	198.832
1_Peak44734_lociStitched	chr3	133243908	133244596	1	689	1254.1552	83.6608
1_Peak22173_lociStitched	chr14	98346450	98347138	1	689	473.2064	35.3632
1_Peak23467_lociStitched	chr15	17427525	17428213	1	689	543.3824	82.56
1_Peak12677_lociStitched	chr11	110537138	110537826	1	689	1298.1872	86.6192
1_Peak17051_lociStitched	chr13	36696473	36697161	1	689	768.2896	89.0272
1_Peak10701_lociStitched	chr11	38729020	38729708	1	689	1638.472	66.4608
1_Peak55638_lociStitched	chr6	78960300	78960988	1	689	411.4928	73.4096
1_Peak48183_lociStitched	chr4	94517496	94518184	1	689	1643.976	75.5424
1_Peak60987_lociStitched	chr8	15366878	15367566	1	689	803.7904	154.3184
1_Peak22095_lociStitched	chr14	96233706	96234394	1	689	610.256	132.3712
1_Peak28035_lociStitched	chr16	69763149	69763836	1	688	448.0614	78.318
1_Peak56990_lociStitched	chr6	117342046	117342733	1	688	670.512	108.0651
1_Peak9068_lociStitched	chr10	109643530	109644217	1	688	1726.8432	208.7793
1_Peak39627_lociStitched	chr2	129502513	129503200	1	688	560.7981	59.769
1_Peak33994_lociStitched	chr19	15126194	15126881	1	688	640.0779	112.9428
1_Peak22599_lociStitched	chr14	110777442	110778129	1	688	698.3355	68.013
1_Peak66797_lociStitched	chr9	96573107	96573794	1	688	668.3823	93.432
1_Peak67509_lociStitched	chr9	123243911	123244598	1	688	1187.9604	220.3896
1_Peak44344_lociStitched	chr3	121291494	121292181	1	688	1610.328	209.7411
1_Peak56493_lociStitched	chr6	102948547	102949234	1	688	524.5932	97.1418
1_Peak31052_lociStitched	chr17	90569690	90570377	1	688	861.3606	118.5075
1_Peak47528_lociStitched	chr4	71953372	71954059	1	688	929.511	83.2644
1_Peak12971_lociStitched	chr12	3661105	3661792	1	688	582.8508	31.1211
1_Peak40923_lociStitched	chr2	168330308	168330995	1	688	713.2434	107.6529
1_Peak47036_lociStitched	chr4	52285187	52285874	1	688	683.6337	91.3023
1_Peak62481_lociStitched	chr8	68232894	68233581	1	688	374.6898	39.846
1_Peak46678_lociStitched	chr4	36490127	36490814	1	688	474.5796	107.2407
1_Peak12341_lociStitched	chr11	99466175	99466862	1	688	856.5516	117.0648
1_Peak36488_lociStitched	chr2	41087623	41088310	1	688	455.6184	63.8223
1_Peak56709_lociStitched	chr6	108098255	108098942	1	688	538.4019	76.3944
1_Peak34029_lociStitched	chr19	16063770	16064457	1	688	704.1063	125.9271
1_Peak31047_lociStitched	chr17	90500872	90501559	1	688	895.0923	125.034
1_Peak13654_lociStitched	chr12	33109399	33110086	1	688	501.7848	46.0977
1_Peak32826_lociStitched	chr18	59106699	59107386	1	688	475.3353	89.8596
1_Peak25688_lociStitched	chr15	91716904	91717591	1	688	403.2003	78.6615
1_Peak31567_lociStitched	chr18	19939219	19939905	1	687	538.0984	76.2832
1_Peak33421_lociStitched	chr18	76890157	76890843	1	687	513.7454	77.5866
1_Peak62899_lociStitched	chr8	86350072	86350758	1	687	630.3654	80.8108
1_Peak6599_lociStitched	chr10	25248153	25248839	1	687	848.1704	113.9446
1_Peak56310_lociStitched	chr6	98583120	98583806	1	687	314.6682	74.8426
1_Peak27958_lociStitched	chr16	66732864	66733550	1	687	371.1946	110.8576
1_Peak22887_lociStitched	chr14	119227563	119228249	1	687	539.0588	105.0266
1_Peak37900_lociStitched	chr2	75883456	75884142	1	687	892.486	95.697
1_Peak33806_lociStitched	chr18	89458828	89459514	1	687	684.285	101.3222
1_Peak7636_lociStitched	chr10	65948543	65949229	1	687	802.2084	40.474
1_Peak30768_lociStitched	chr17	81941211	81941897	1	687	694.4378	93.1588
1_Peak16178_lociStitched	chr12	119426645	119427331	1	687	768.2514	91.924
1_Peak32867_lociStitched	chr18	60480968	60481654	1	687	658.9716	113.8074
1_Peak24974_lociStitched	chr15	64315079	64315765	1	687	567.1162	51.0384
1_Peak47526_lociStitched	chr4	71875426	71876112	1	687	1847.1922	249.7726
1_Peak26347_lociStitched	chr16	13903100	13903786	1	687	858.529	291.6872
1_Peak7129_lociStitched	chr10	43574776	43575462	1	687	1258.2612	188.1698
1_Peak37729_lociStitched	chr2	71812545	71813231	1	687	417.9798	6.1054
1_Peak9377_lociStitched	chr10	118746491	118747177	1	687	671.4568	158.0544
1_Peak53705_lociStitched	chr6	14185707	14186393	1	687	1520.176	142.4136
1_Peak8571_lociStitched	chr10	97646483	97647169	1	687	535.423	57.7612
1_Peak719_lociStitched	chr1	33946783	33947469	1	687	569.3114	83.0746
1_Peak40378_lociStitched	chr2	145882289	145882975	1	687	571.6438	62.083
1_Peak57111_lociStitched	chr6	122682603	122683289	1	687	1337.9744	170.4024
1_Peak26988_lociStitched	chr16	38365969	38366655	1	687	881.0984	55.566
1_Peak30861_lociStitched	chr17	84641892	84642577	1	686	533.478	43.3605
1_Peak26655_lociStitched	chr16	26838570	26839255	1	686	456.1415	132.616
1_Peak62741_lociStitched	chr8	79349939	79350624	1	686	716.1675	166.866
1_Peak15971_lociStitched	chr12	107744817	107745502	1	686	735.69	131.109
1_Peak54033_lociStitched	chr6	24350710	24351395	1	686	1652.2885	187.0735
1_Peak47675_lociStitched	chr4	80680307	80680992	1	686	490.8025	90.8995
1_Peak59428_lociStitched	chr7	101127707	101128392	1	686	522.929	27.4685
1_Peak34703_lociStitched	chr19	34772638	34773323	1	686	390.9295	50.553
1_Peak48623_lociStitched	chr4	106630524	106631209	1	686	851.6605	120.3545
1_Peak64807_lociStitched	chr9	32757239	32757924	1	686	406.1365	76.994
1_Peak20528_lociStitched	chr14	39508602	39509287	1	686	515.7365	112.9565
1_Peak66840_lociStitched	chr9	97767189	97767874	1	686	407.3695	101.0375
1_Peak15514_lociStitched	chr12	92723100	92723785	1	686	537.999	23.29
1_Peak26303_lociStitched	chr16	12526090	12526775	1	686	445.7295	95.0095
1_Peak12797_lociStitched	chr11	113419055	113419740	1	686	916.119	77.679
1_Peak57603_lociStitched	chr6	143320221	143320906	1	686	887.0065	62.061
1_Peak16863_lociStitched	chr13	30530432	30531117	1	686	623.1445	84.529
1_Peak66531_lociStitched	chr9	86208386	86209071	1	686	1126.277	69.185
1_Peak47437_lociStitched	chr4	69383067	69383752	1	686	2272.6245	279.206
1_Peak51349_lociStitched	chr5	66958585	66959270	1	686	584.9215	99.9415
1_Peak40482_lociStitched	chr2	148599443	148600128	1	686	1320.954	161.5915
1_Peak47967_lociStitched	chr4	86392598	86393282	1	685	326.0628	95.9652
1_Peak30790_lociStitched	chr17	83001422	83002106	1	685	504.3132	67.374
1_Peak19665_lociStitched	chr14	10305925	10306609	1	685	592.7544	45.5544
1_Peak33607_lociStitched	chr18	83493482	83494166	1	685	618.5412	135.7056
1_Peak59336_lociStitched	chr7	97977405	97978089	1	685	847.9548	120.4524
1_Peak9538_lociStitched	chr10	123456633	123457317	1	685	420.318	47.7432
1_Peak62613_lociStitched	chr8	75089168	75089852	1	685	685.026	39.0564
